,conformal_lower,conformal_upper,conformal_width
2010-03-09 06:00:00,175.29845,185.50087,10.202423
2010-03-09 07:00:00,196.42946,206.63188,10.202423
2010-03-09 08:00:00,199.01228,209.2147,10.202423
2010-03-09 09:00:00,161.8233,172.02573,10.202423
2010-03-09 10:00:00,136.8382,147.04062,10.202423
2010-03-09 11:00:00,118.718445,128.92087,10.202423
2010-03-09 12:00:00,108.11732,118.31974,10.202423
2010-03-09 13:00:00,99.71202,109.914444,10.202423
2010-03-09 14:00:00,95.038284,105.24071,10.202423
2010-03-09 15:00:00,92.271774,102.4742,10.202423
2010-03-09 16:00:00,93.43628,103.6387,10.202423
2010-03-09 17:00:00,96.277405,106.47983,10.202423
2010-03-09 18:00:00,102.01358,112.216,10.202423
2010-03-09 19:00:00,112.45056,122.652985,10.202423
2010-03-09 20:00:00,134.14497,144.3474,10.202423
2010-03-09 21:00:00,129.63629,139.83871,10.202423
2010-03-09 22:00:00,120.752106,130.95453,10.202423
2010-03-09 23:00:00,110.96302,121.16544,10.202423
2010-03-10 00:00:00,100.6365,110.83892,10.202423
2010-03-10 01:00:00,94.50782,104.71024,10.202423
2010-03-10 02:00:00,93.6804,103.88282,10.202423
2010-03-10 03:00:00,96.16626,106.36868,10.202423
2010-03-10 04:00:00,100.62032,110.82275,10.202423
2010-03-10 05:00:00,107.08376,117.28619,10.202423
2010-03-10 06:00:00,121.021484,131.2239,10.202423
2010-03-10 07:00:00,139.60364,149.80606,10.202423
2010-03-10 08:00:00,141.61295,151.81537,10.202423
2010-03-10 09:00:00,127.0932,137.29562,10.202423
2010-03-10 10:00:00,114.02011,124.222534,10.202423
2010-03-10 11:00:00,105.40405,115.606476,10.202423
2010-03-10 12:00:00,98.85279,109.055214,10.202423
2010-03-10 13:00:00,94.50897,104.711395,10.202423
2010-03-10 14:00:00,92.67284,102.87526,10.202423
2010-03-10 15:00:00,92.36225,102.564674,10.202423
2010-03-10 16:00:00,93.30927,103.511696,10.202423
2010-03-10 17:00:00,94.596466,104.79889,10.202423
2010-03-10 18:00:00,102.94542,113.14784,10.202423
2010-03-10 19:00:00,115.88888,126.0913,10.202423
2010-03-10 20:00:00,132.34494,142.54736,10.202423
2010-03-10 21:00:00,125.06839,135.27081,10.202423
2010-03-10 22:00:00,115.77342,125.975845,10.202423
2010-03-10 23:00:00,104.772064,114.97449,10.202423
2010-03-11 00:00:00,92.140785,102.34321,10.202423
2010-03-11 01:00:00,83.48045,93.68288,10.202423
2010-03-11 02:00:00,79.82595,90.02837,10.202423
2010-03-11 03:00:00,79.36559,89.568016,10.202423
2010-03-11 04:00:00,80.79869,91.001114,10.202423
2010-03-11 05:00:00,85.095795,95.29822,10.202423
2010-03-11 06:00:00,99.30575,109.50817,10.202423
2010-03-11 07:00:00,119.49039,129.69281,10.202423
2010-03-11 08:00:00,120.90815,131.11058,10.202431
2010-03-11 09:00:00,113.50247,123.704895,10.202423
2010-03-11 10:00:00,109.08321,119.28564,10.202423
2010-03-11 11:00:00,104.495,114.697426,10.202423
2010-03-11 12:00:00,99.70356,109.90598,10.202423
2010-03-11 13:00:00,95.48098,105.6834,10.202423
2010-03-11 14:00:00,92.2163,102.418724,10.202423
2010-03-11 15:00:00,91.59209,101.79451,10.202423
2010-03-11 16:00:00,92.3176,102.52002,10.202423
2010-03-11 17:00:00,95.00146,105.20388,10.202423
2010-03-11 18:00:00,103.659424,113.86185,10.202423
2010-03-11 19:00:00,113.50914,123.71156,10.202423
2010-03-11 20:00:00,128.20287,138.40529,10.202423
2010-03-11 21:00:00,123.282,133.48442,10.202423
2010-03-11 22:00:00,113.84023,124.042656,10.202423
2010-03-11 23:00:00,102.23951,112.44193,10.202423
2010-03-12 00:00:00,89.38891,99.59133,10.202423
2010-03-12 01:00:00,79.69711,89.899536,10.202423
2010-03-12 02:00:00,74.90918,85.1116,10.202423
2010-03-12 03:00:00,73.43053,83.63295,10.202423
2010-03-12 04:00:00,73.74348,83.9459,10.202423
2010-03-12 05:00:00,77.0603,87.262726,10.202423
2010-03-12 06:00:00,87.77052,97.972946,10.202423
2010-03-12 07:00:00,105.37915,115.58157,10.202423
2010-03-12 08:00:00,112.06937,122.27179,10.202423
2010-03-12 09:00:00,106.12515,116.327576,10.202423
2010-03-12 10:00:00,103.93276,114.135185,10.202423
2010-03-12 11:00:00,101.649536,111.85196,10.202423
2010-03-12 12:00:00,99.04674,109.24916,10.202423
2010-03-12 13:00:00,99.34439,109.546814,10.202423
2010-03-12 14:00:00,96.39263,106.595055,10.202423
2010-03-12 15:00:00,95.29449,105.49691,10.202423
2010-03-12 16:00:00,96.450455,106.65288,10.202423
2010-03-12 17:00:00,100.73257,110.93499,10.202423
2010-03-12 18:00:00,109.82788,120.030304,10.202423
2010-03-12 19:00:00,115.32642,125.52885,10.202423
2010-03-12 20:00:00,125.11745,135.31987,10.202423
2010-03-12 21:00:00,120.41553,130.61795,10.202423
2010-03-12 22:00:00,112.74349,122.945915,10.202423
2010-03-12 23:00:00,102.43315,112.635574,10.202423
2010-03-13 00:00:00,92.598015,102.80044,10.202423
2010-03-13 01:00:00,84.72037,94.92279,10.202423
2010-03-13 02:00:00,79.98604,90.18846,10.202423
2010-03-13 03:00:00,77.36725,87.56967,10.202423
2010-03-13 04:00:00,77.134186,87.33661,10.202423
2010-03-13 05:00:00,78.89879,89.10121,10.202423
2010-03-13 06:00:00,83.07049,93.27291,10.202423
2010-03-13 07:00:00,91.02651,101.228935,10.202423
2010-03-13 08:00:00,100.62132,110.823746,10.202423
2010-03-13 09:00:00,107.8727,118.07513,10.202423
2010-03-13 10:00:00,115.28199,125.48441,10.202423
2010-03-13 11:00:00,111.37854,121.58096,10.202423
2010-03-13 12:00:00,106.30109,116.50351,10.202423
2010-03-13 13:00:00,101.86203,112.06445,10.202423
2010-03-13 14:00:00,97.33275,107.53517,10.202423
2010-03-13 15:00:00,93.70074,103.90316,10.202423
2010-03-13 16:00:00,91.95801,102.16043,10.202423
2010-03-13 17:00:00,92.50599,102.70841,10.202423
2010-03-13 18:00:00,95.961914,106.16434,10.202423
2010-03-13 19:00:00,102.02255,112.224976,10.202423
2010-03-13 20:00:00,115.4984,125.70082,10.202423
2010-03-13 21:00:00,114.768684,124.97111,10.202423
2010-03-13 22:00:00,106.973175,117.1756,10.202423
2010-03-13 23:00:00,99.42867,109.631096,10.202423
2010-03-14 00:00:00,92.23076,102.43318,10.202423
2010-03-14 01:00:00,86.225945,96.42837,10.202423
2010-03-14 02:00:00,82.71182,92.914246,10.202423
2010-03-14 03:00:00,83.31694,93.51936,10.202423
2010-03-14 04:00:00,84.84818,95.050606,10.202423
2010-03-14 05:00:00,87.47088,97.6733,10.202423
2010-03-14 06:00:00,92.5751,102.77753,10.202423
2010-03-14 07:00:00,101.16531,111.36774,10.202423
2010-03-14 08:00:00,113.06714,123.26956,10.202423
2010-03-14 09:00:00,120.83414,131.03656,10.202423
2010-03-14 10:00:00,131.14644,141.34886,10.202423
2010-03-14 11:00:00,130.91847,141.1209,10.202423
2010-03-14 12:00:00,125.82201,136.02443,10.202423
2010-03-14 13:00:00,121.18277,131.3852,10.202423
2010-03-14 14:00:00,120.46589,130.66832,10.202431
2010-03-14 15:00:00,118.14492,128.34735,10.202431
2010-03-14 16:00:00,111.71446,121.916885,10.202423
2010-03-14 17:00:00,108.32208,118.524506,10.202423
2010-03-14 18:00:00,110.25992,120.46234,10.202423
2010-03-14 19:00:00,117.14386,127.34628,10.202423
2010-03-14 20:00:00,124.12981,134.33223,10.202423
2010-03-14 21:00:00,133.60518,143.8076,10.202423
2010-03-14 22:00:00,133.45726,143.65968,10.202423
2010-03-14 23:00:00,124.4436,134.64603,10.202423
2010-03-15 00:00:00,110.73416,120.936584,10.202423
2010-03-15 01:00:00,100.199425,110.40185,10.202423
2010-03-15 02:00:00,95.97327,106.17569,10.202423
2010-03-15 03:00:00,96.36598,106.568405,10.202423
2010-03-15 04:00:00,99.325226,109.52765,10.202423
2010-03-15 05:00:00,105.14519,115.34761,10.202423
2010-03-15 06:00:00,118.54489,128.74731,10.202423
2010-03-15 07:00:00,142.17612,152.37854,10.202423
2010-03-15 08:00:00,150.50291,160.70534,10.202423
2010-03-15 09:00:00,138.11763,148.32005,10.202423
2010-03-15 10:00:00,123.955154,134.15758,10.202423
2010-03-15 11:00:00,115.33785,125.540276,10.202423
2010-03-15 12:00:00,109.278755,119.48118,10.202423
2010-03-15 13:00:00,108.131195,118.33362,10.202423
2010-03-15 14:00:00,104.70161,114.90403,10.202423
2010-03-15 15:00:00,105.33399,115.536415,10.202423
2010-03-15 16:00:00,108.93323,119.13565,10.202423
2010-03-15 17:00:00,116.11827,126.320694,10.202423
2010-03-15 18:00:00,128.93867,139.1411,10.202423
2010-03-15 19:00:00,140.13762,150.34004,10.202423
2010-03-15 20:00:00,148.56477,158.7672,10.202423
2010-03-15 21:00:00,151.96654,162.16896,10.202423
2010-03-15 22:00:00,146.84468,157.0471,10.202423
2010-03-15 23:00:00,133.99832,144.20074,10.202423
2010-03-16 00:00:00,118.990326,129.19275,10.202423
2010-03-16 01:00:00,110.39572,120.598145,10.202423
2010-03-16 02:00:00,106.501305,116.70373,10.202423
2010-03-16 03:00:00,106.95041,117.15283,10.202423
2010-03-16 04:00:00,109.534454,119.73688,10.202423
2010-03-16 05:00:00,115.16608,125.3685,10.202423
2010-03-16 06:00:00,128.63148,138.83391,10.202423
2010-03-16 07:00:00,150.81636,161.01878,10.202423
2010-03-16 08:00:00,158.9151,169.11752,10.202423
2010-03-16 09:00:00,144.82135,155.02377,10.202423
2010-03-16 10:00:00,141.76505,151.96747,10.202423
2010-03-16 11:00:00,141.36433,151.56676,10.202423
2010-03-16 12:00:00,138.06577,148.26819,10.202423
2010-03-16 13:00:00,136.88663,147.08905,10.202423
2010-03-16 14:00:00,136.84065,147.04308,10.202423
2010-03-16 15:00:00,133.98354,144.18596,10.202423
2010-03-16 16:00:00,129.08603,139.28845,10.202423
2010-03-16 17:00:00,129.91864,140.12106,10.202423
2010-03-16 18:00:00,136.61586,146.81828,10.202423
2010-03-16 19:00:00,142.33023,152.53265,10.202423
2010-03-16 20:00:00,145.64783,155.85025,10.202423
2010-03-16 21:00:00,155.00282,165.20525,10.202423
2010-03-16 22:00:00,159.88966,170.09209,10.202423
2010-03-16 23:00:00,153.09174,163.29416,10.202423
2010-03-17 00:00:00,141.81842,152.02084,10.202423
2010-03-17 01:00:00,131.88503,142.08745,10.202423
2010-03-17 02:00:00,132.40517,142.60759,10.202423
2010-03-17 03:00:00,136.23888,146.4413,10.202423
2010-03-17 04:00:00,140.96999,151.17241,10.202423
2010-03-17 05:00:00,148.47418,158.6766,10.202423
2010-03-17 06:00:00,163.574,173.77643,10.202423
2010-03-17 07:00:00,188.22237,198.42479,10.202423
2010-03-17 08:00:00,200.31851,210.52094,10.202423
2010-03-17 09:00:00,177.8841,188.08652,10.202423
2010-03-17 10:00:00,147.01598,157.2184,10.202423
2010-03-17 11:00:00,129.11232,139.31474,10.202423
2010-03-17 12:00:00,115.58547,125.787895,10.202423
2010-03-17 13:00:00,105.73486,115.93729,10.202423
2010-03-17 14:00:00,98.34427,108.54669,10.202423
2010-03-17 15:00:00,94.97641,105.17883,10.202423
2010-03-17 16:00:00,94.8565,105.05892,10.202423
2010-03-17 17:00:00,97.22337,107.4258,10.202423
2010-03-17 18:00:00,104.99917,115.20159,10.202423
2010-03-17 19:00:00,114.36916,124.57159,10.202423
2010-03-17 20:00:00,127.359436,137.56186,10.202423
2010-03-17 21:00:00,139.74577,149.9482,10.202423
2010-03-17 22:00:00,137.299,147.50142,10.202423
2010-03-17 23:00:00,126.80147,137.00389,10.202423
2010-03-18 00:00:00,113.287415,123.48984,10.202423
2010-03-18 01:00:00,105.66112,115.86354,10.202423
2010-03-18 02:00:00,105.19587,115.39829,10.202423
2010-03-18 03:00:00,106.729576,116.932,10.202423
2010-03-18 04:00:00,107.29123,117.49365,10.202423
2010-03-18 05:00:00,110.115265,120.31769,10.202423
2010-03-18 06:00:00,126.64139,136.84381,10.202423
2010-03-18 07:00:00,149.73724,159.93967,10.202423
2010-03-18 08:00:00,154.44814,164.65056,10.202423
2010-03-18 09:00:00,141.98587,152.1883,10.202423
2010-03-18 10:00:00,135.19778,145.4002,10.202423
2010-03-18 11:00:00,126.161316,136.36374,10.202423
2010-03-18 12:00:00,113.29493,123.49735,10.202423
2010-03-18 13:00:00,104.60257,114.80499,10.202423
2010-03-18 14:00:00,98.57152,108.77394,10.202423
2010-03-18 15:00:00,96.71158,106.914,10.202423
2010-03-18 16:00:00,97.20247,107.40489,10.202423
2010-03-18 17:00:00,99.742615,109.94504,10.202423
2010-03-18 18:00:00,105.953316,116.15574,10.202423
2010-03-18 19:00:00,114.216255,124.41868,10.202423
2010-03-18 20:00:00,121.46456,131.66699,10.202431
2010-03-18 21:00:00,131.24417,141.4466,10.202423
2010-03-18 22:00:00,131.87538,142.0778,10.202423
2010-03-18 23:00:00,125.57533,135.77776,10.202423
2010-03-19 00:00:00,113.90084,124.103264,10.202423
2010-03-19 01:00:00,105.195946,115.39837,10.202423
2010-03-19 02:00:00,104.56792,114.77034,10.202423
2010-03-19 03:00:00,107.518394,117.72082,10.202423
2010-03-19 04:00:00,112.2841,122.48653,10.202423
2010-03-19 05:00:00,120.71445,130.91687,10.202423
2010-03-19 06:00:00,136.7035,146.90593,10.202423
2010-03-19 07:00:00,160.92989,171.13231,10.202423
2010-03-19 08:00:00,171.4483,181.65073,10.202423
2010-03-19 09:00:00,154.57825,164.78067,10.202423
2010-03-19 10:00:00,133.38257,143.58499,10.202423
2010-03-19 11:00:00,115.16965,125.37207,10.202423
2010-03-19 12:00:00,104.6327,114.83512,10.202423
2010-03-19 13:00:00,96.96758,107.170006,10.202423
2010-03-19 14:00:00,91.50647,101.70889,10.202423
2010-03-19 15:00:00,89.48564,99.688065,10.202423
2010-03-19 16:00:00,89.32955,99.531975,10.202423
2010-03-19 17:00:00,89.96296,100.16538,10.202423
2010-03-19 18:00:00,93.80197,104.004395,10.202423
2010-03-19 19:00:00,99.37627,109.57869,10.202423
2010-03-19 20:00:00,105.32972,115.53214,10.202423
2010-03-19 21:00:00,112.83027,123.03269,10.202423
2010-03-19 22:00:00,109.73166,119.93408,10.202423
2010-03-19 23:00:00,102.84669,113.04911,10.202423
2010-03-20 00:00:00,97.102425,107.30485,10.202423
2010-03-20 01:00:00,91.709274,101.9117,10.202423
2010-03-20 02:00:00,88.64464,98.84706,10.202423
2010-03-20 03:00:00,89.250534,99.45296,10.202423
2010-03-20 04:00:00,93.60788,103.8103,10.202423
2010-03-20 05:00:00,100.531296,110.73372,10.202423
2010-03-20 06:00:00,110.02975,120.23217,10.202423
2010-03-20 07:00:00,122.18735,132.38977,10.202423
2010-03-20 08:00:00,138.28833,148.49075,10.202423
2010-03-20 09:00:00,142.83148,153.0339,10.202423
2010-03-20 10:00:00,132.43024,142.63266,10.202423
2010-03-20 11:00:00,115.196884,125.39931,10.202423
2010-03-20 12:00:00,105.4429,115.645325,10.202423
2010-03-20 13:00:00,99.91478,110.1172,10.202423
2010-03-20 14:00:00,96.33831,106.54073,10.202423
2010-03-20 15:00:00,93.346825,103.54925,10.202423
2010-03-20 16:00:00,92.296844,102.49927,10.202423
2010-03-20 17:00:00,93.4019,103.604324,10.202423
2010-03-20 18:00:00,97.331055,107.53348,10.202423
2010-03-20 19:00:00,102.05783,112.260254,10.202423
2010-03-20 20:00:00,104.83818,115.0406,10.202423
2010-03-20 21:00:00,109.30707,119.50949,10.202423
2010-03-20 22:00:00,106.217834,116.42026,10.202423
2010-03-20 23:00:00,96.57553,106.777954,10.202423
2010-03-21 00:00:00,87.42401,97.626434,10.202423
2010-03-21 01:00:00,78.93069,89.13311,10.202423
2010-03-21 02:00:00,72.94338,83.145805,10.202423
2010-03-21 03:00:00,70.90919,81.11161,10.202423
2010-03-21 04:00:00,72.234344,82.43677,10.202423
2010-03-21 05:00:00,75.45405,85.65647,10.202423
2010-03-21 06:00:00,80.712494,90.91492,10.202423
2010-03-21 07:00:00,89.79087,99.99329,10.202423
2010-03-21 08:00:00,106.39057,116.592995,10.202423
2010-03-21 09:00:00,117.55565,127.75807,10.202423
2010-03-21 10:00:00,117.88608,128.0885,10.202423
2010-03-21 11:00:00,108.9783,119.180725,10.202423
2010-03-21 12:00:00,99.626595,109.82902,10.202423
2010-03-21 13:00:00,94.86282,105.06525,10.202423
2010-03-21 14:00:00,95.20548,105.407906,10.202423
2010-03-21 15:00:00,94.78915,104.99157,10.202423
2010-03-21 16:00:00,92.726654,102.92908,10.202423
2010-03-21 17:00:00,93.10467,103.30709,10.202423
2010-03-21 18:00:00,94.80019,105.00262,10.202423
2010-03-21 19:00:00,98.45608,108.6585,10.202423
2010-03-21 20:00:00,106.77243,116.97485,10.202423
2010-03-21 21:00:00,115.57624,125.77866,10.202423
2010-03-21 22:00:00,111.309814,121.51224,10.202423
2010-03-21 23:00:00,98.57237,108.774796,10.202423
2010-03-22 00:00:00,85.07374,95.27616,10.202423
2010-03-22 01:00:00,74.61414,84.81657,10.202423
2010-03-22 02:00:00,70.11151,80.313934,10.202423
2010-03-22 03:00:00,68.03948,78.241905,10.202423
2010-03-22 04:00:00,68.33631,78.538734,10.202423
2010-03-22 05:00:00,71.03287,81.23529,10.202423
2010-03-22 06:00:00,80.207344,90.40977,10.202423
2010-03-22 07:00:00,98.97333,109.17575,10.202423
2010-03-22 08:00:00,105.99054,116.19296,10.202423
2010-03-22 09:00:00,99.59194,109.794365,10.202423
2010-03-22 10:00:00,96.2968,106.49922,10.202423
2010-03-22 11:00:00,97.56174,107.76416,10.202423
2010-03-22 12:00:00,96.43039,106.63281,10.202423
2010-03-22 13:00:00,96.95846,107.16088,10.202423
2010-03-22 14:00:00,95.87621,106.078636,10.202423
2010-03-22 15:00:00,94.890076,105.0925,10.202423
2010-03-22 16:00:00,94.49707,104.69949,10.202423
2010-03-22 17:00:00,95.74589,105.94831,10.202423
2010-03-22 18:00:00,103.37558,113.578,10.202423
2010-03-22 19:00:00,111.359825,121.56225,10.202423
2010-03-22 20:00:00,118.224045,128.42647,10.202423
2010-03-22 21:00:00,126.24956,136.45198,10.202423
2010-03-22 22:00:00,124.07501,134.27744,10.202423
2010-03-22 23:00:00,111.74625,121.94867,10.202423
2010-03-23 00:00:00,100.53613,110.738556,10.202423
2010-03-23 01:00:00,92.38559,102.58801,10.202423
2010-03-23 02:00:00,89.6322,99.834625,10.202423
2010-03-23 03:00:00,90.98824,101.19067,10.202423
2010-03-23 04:00:00,95.12857,105.33099,10.202423
2010-03-23 05:00:00,104.10974,114.312164,10.202423
2010-03-23 06:00:00,121.453415,131.65584,10.202423
2010-03-23 07:00:00,146.26717,156.46959,10.202423
2010-03-23 08:00:00,155.12285,165.32527,10.202423
2010-03-23 09:00:00,143.31071,153.51314,10.202423
2010-03-23 10:00:00,137.80273,148.00516,10.202423
2010-03-23 11:00:00,137.0493,147.25172,10.202423
2010-03-23 12:00:00,130.38788,140.5903,10.202423
2010-03-23 13:00:00,120.00202,130.20445,10.202431
2010-03-23 14:00:00,113.70453,123.90695,10.202423
2010-03-23 15:00:00,110.997925,121.20035,10.202423
2010-03-23 16:00:00,107.304405,117.50683,10.202423
2010-03-23 17:00:00,105.48739,115.68981,10.202423
2010-03-23 18:00:00,108.21042,118.41284,10.202423
2010-03-23 19:00:00,113.959564,124.16199,10.202423
2010-03-23 20:00:00,121.63402,131.83644,10.202423
2010-03-23 21:00:00,132.53642,142.73885,10.202423
2010-03-23 22:00:00,132.00531,142.20773,10.202423
2010-03-23 23:00:00,119.60194,129.80437,10.202431
2010-03-24 00:00:00,107.62722,117.82964,10.202423
2010-03-24 01:00:00,98.25344,108.455864,10.202423
2010-03-24 02:00:00,95.76234,105.96476,10.202423
2010-03-24 03:00:00,97.33907,107.5415,10.202423
2010-03-24 04:00:00,100.92767,111.1301,10.202423
2010-03-24 05:00:00,107.01892,117.221344,10.202423
2010-03-24 06:00:00,121.7925,131.99493,10.202431
2010-03-24 07:00:00,149.75531,159.95773,10.202423
2010-03-24 08:00:00,153.57567,163.77809,10.202423
2010-03-24 09:00:00,134.72975,144.93217,10.202423
2010-03-24 10:00:00,117.4689,127.671326,10.202423
2010-03-24 11:00:00,105.74246,115.944885,10.202423
2010-03-24 12:00:00,99.04653,109.248955,10.202423
2010-03-24 13:00:00,93.954384,104.15681,10.202423
2010-03-24 14:00:00,91.507675,101.7101,10.202423
2010-03-24 15:00:00,90.272964,100.47539,10.202423
2010-03-24 16:00:00,90.31142,100.51384,10.202423
2010-03-24 17:00:00,92.050865,102.25329,10.202423
2010-03-24 18:00:00,97.62124,107.82366,10.202423
2010-03-24 19:00:00,104.66052,114.862946,10.202423
2010-03-24 20:00:00,111.4303,121.63272,10.202423
2010-03-24 21:00:00,117.68439,127.88681,10.202423
2010-03-24 22:00:00,113.56206,123.76448,10.202423
2010-03-24 23:00:00,102.571556,112.77398,10.202423
2010-03-25 00:00:00,89.61629,99.81871,10.202423
2010-03-25 01:00:00,79.96292,90.165344,10.202423
2010-03-25 02:00:00,76.55792,86.760345,10.202423
2010-03-25 03:00:00,77.79097,87.99339,10.202423
2010-03-25 04:00:00,81.250175,91.4526,10.202423
2010-03-25 05:00:00,87.62272,97.82514,10.202423
2010-03-25 06:00:00,103.08047,113.28289,10.202423
2010-03-25 07:00:00,129.21452,139.41695,10.202423
2010-03-25 08:00:00,133.06593,143.26836,10.202423
2010-03-25 09:00:00,119.715454,129.91788,10.202423
2010-03-25 10:00:00,108.965576,119.168,10.202423
2010-03-25 11:00:00,101.02768,111.2301,10.202423
2010-03-25 12:00:00,94.678955,104.88138,10.202423
2010-03-25 13:00:00,91.01798,101.220406,10.202423
2010-03-25 14:00:00,89.10686,99.30928,10.202423
2010-03-25 15:00:00,88.838104,99.04053,10.202423
2010-03-25 16:00:00,89.19261,99.395035,10.202423
2010-03-25 17:00:00,90.992195,101.19462,10.202423
2010-03-25 18:00:00,95.255486,105.45791,10.202423
2010-03-25 19:00:00,102.20268,112.405106,10.202423
2010-03-25 20:00:00,110.36768,120.57011,10.202423
2010-03-25 21:00:00,116.85338,127.0558,10.202423
2010-03-25 22:00:00,112.96871,123.171135,10.202423
2010-03-25 23:00:00,101.549644,111.75207,10.202423
2010-03-26 00:00:00,87.31312,97.51554,10.202423
2010-03-26 01:00:00,76.48715,86.689575,10.202423
2010-03-26 02:00:00,71.970116,82.17254,10.202423
2010-03-26 03:00:00,70.273315,80.47574,10.202423
2010-03-26 04:00:00,70.616936,80.81936,10.202423
2010-03-26 05:00:00,72.68642,82.88884,10.202423
2010-03-26 06:00:00,81.12067,91.32309,10.202423
2010-03-26 07:00:00,98.78683,108.98925,10.202423
2010-03-26 08:00:00,107.75269,117.95512,10.202423
2010-03-26 09:00:00,100.318344,110.52077,10.202423
2010-03-26 10:00:00,96.78711,106.98953,10.202423
2010-03-26 11:00:00,94.44135,104.643776,10.202423
2010-03-26 12:00:00,93.79117,103.99359,10.202423
2010-03-26 13:00:00,92.65917,102.861595,10.202423
2010-03-26 14:00:00,91.193596,101.39602,10.202423
2010-03-26 15:00:00,90.51249,100.71491,10.202423
2010-03-26 16:00:00,92.8743,103.07672,10.202423
2010-03-26 17:00:00,99.54615,109.74857,10.202423
2010-03-26 18:00:00,111.3501,121.55252,10.202423
2010-03-26 19:00:00,123.60805,133.81047,10.202423
2010-03-26 20:00:00,132.40326,142.60568,10.202423
2010-03-26 21:00:00,139.22151,149.42393,10.202423
2010-03-26 22:00:00,139.69513,149.89755,10.202423
2010-03-26 23:00:00,134.18195,144.38437,10.202423
2010-03-27 00:00:00,128.05289,138.25531,10.202423
2010-03-27 01:00:00,120.79289,130.99532,10.202423
2010-03-27 02:00:00,118.120445,128.32288,10.202431
2010-03-27 03:00:00,118.670944,128.87337,10.202423
2010-03-27 04:00:00,122.918045,133.12047,10.202423
2010-03-27 05:00:00,129.23695,139.43938,10.202423
2010-03-27 06:00:00,139.98866,150.19109,10.202423
2010-03-27 07:00:00,153.52063,163.72305,10.202423
2010-03-27 08:00:00,169.23401,179.43643,10.202423
2010-03-27 09:00:00,170.4207,180.62312,10.202423
2010-03-27 10:00:00,162.69853,172.90096,10.202423
2010-03-27 11:00:00,148.47282,158.67525,10.202423
2010-03-27 12:00:00,135.26497,145.46739,10.202423
2010-03-27 13:00:00,125.55669,135.75911,10.202423
2010-03-27 14:00:00,115.84882,126.05125,10.202423
2010-03-27 15:00:00,108.20299,118.40541,10.202423
2010-03-27 16:00:00,104.4859,114.688324,10.202423
2010-03-27 17:00:00,103.70923,113.91165,10.202423
2010-03-27 18:00:00,106.80609,117.008514,10.202423
2010-03-27 19:00:00,114.10586,124.30828,10.202423
2010-03-27 20:00:00,123.80203,134.00446,10.202423
2010-03-27 21:00:00,137.21799,147.42041,10.202423
2010-03-27 22:00:00,145.33095,155.53337,10.202423
2010-03-27 23:00:00,143.92683,154.12926,10.202423
2010-03-28 00:00:00,138.61763,148.82005,10.202423
2010-03-28 01:00:00,130.40741,140.60983,10.202423
2010-03-28 02:00:00,126.56256,136.76498,10.202423
2010-03-28 03:00:00,127.09531,137.29773,10.202423
2010-03-28 04:00:00,129.36551,139.56793,10.202423
2010-03-28 05:00:00,132.6161,142.81853,10.202423
2010-03-28 06:00:00,136.12807,146.33049,10.202423
2010-03-28 07:00:00,142.32382,152.52625,10.202423
2010-03-28 08:00:00,153.57315,163.77557,10.202423
2010-03-28 09:00:00,158.54883,168.75125,10.202423
2010-03-28 10:00:00,152.97473,163.17715,10.202423
2010-03-28 11:00:00,134.80568,145.0081,10.202423
2010-03-28 12:00:00,115.46959,125.67201,10.202423
2010-03-28 13:00:00,104.12006,114.32249,10.202423
2010-03-28 14:00:00,100.498375,110.7008,10.202423
2010-03-28 15:00:00,98.02003,108.22245,10.202423
2010-03-28 16:00:00,96.88281,107.085236,10.202423
2010-03-28 17:00:00,96.70777,106.910194,10.202423
2010-03-28 18:00:00,99.8993,110.10172,10.202423
2010-03-28 19:00:00,106.504906,116.70733,10.202423
2010-03-28 20:00:00,110.297615,120.50004,10.202423
2010-03-28 21:00:00,118.71741,128.91983,10.202423
2010-03-28 22:00:00,117.62812,127.83054,10.202423
2010-03-28 23:00:00,103.715965,113.91839,10.202423
2010-03-29 00:00:00,90.45146,100.653885,10.202423
2010-03-29 01:00:00,79.918106,90.12053,10.202423
2010-03-29 02:00:00,74.251144,84.45357,10.202423
2010-03-29 03:00:00,71.75098,81.9534,10.202423
2010-03-29 04:00:00,72.23255,82.434975,10.202423
2010-03-29 05:00:00,74.66585,84.86827,10.202423
2010-03-29 06:00:00,83.89306,94.09548,10.202423
2010-03-29 07:00:00,103.57445,113.77687,10.202423
2010-03-29 08:00:00,109.65744,119.85986,10.202423
2010-03-29 09:00:00,103.2804,113.48283,10.202423
2010-03-29 10:00:00,102.23248,112.434906,10.202423
2010-03-29 11:00:00,107.47472,117.67714,10.202423
2010-03-29 12:00:00,109.46778,119.670204,10.202423
2010-03-29 13:00:00,110.08437,120.2868,10.202423
2010-03-29 14:00:00,109.28744,119.48986,10.202423
2010-03-29 15:00:00,109.0564,119.25882,10.202423
2010-03-29 16:00:00,106.60609,116.80851,10.202423
2010-03-29 17:00:00,103.35295,113.555374,10.202423
2010-03-29 18:00:00,110.020935,120.22336,10.202423
2010-03-29 19:00:00,116.928406,127.13083,10.202423
2010-03-29 20:00:00,119.67843,129.88086,10.202431
2010-03-29 21:00:00,124.99495,135.19737,10.202423
2010-03-29 22:00:00,123.705826,133.90825,10.202423
2010-03-29 23:00:00,110.83623,121.03865,10.202423
2010-03-30 00:00:00,98.99256,109.194984,10.202423
