,total_load,temperature_F
2005-09-26 01:00:00,99.9,71.32
2005-09-26 02:00:00,93.1,71.12
2005-09-26 03:00:00,89.0,70.4
2005-09-26 04:00:00,86.1,69.92
2005-09-26 05:00:00,87.1,69.52
2005-09-26 06:00:00,93.6,69.16
2005-09-26 07:00:00,109.8,69.0
2005-09-26 08:00:00,111.6,70.84
2005-09-26 09:00:00,116.8,73.8
2005-09-26 10:00:00,127.6,76.48
2005-09-26 11:00:00,140.2,78.6
2005-09-26 12:00:00,153.4,79.6
2005-09-26 13:00:00,163.7,80.72
2005-09-26 14:00:00,171.9,80.88
2005-09-26 15:00:00,178.3,80.68
2005-09-26 16:00:00,182.9,80.32
2005-09-26 17:00:00,185.1,79.4
2005-09-26 18:00:00,182.0,78.56
2005-09-26 19:00:00,180.4,76.84
2005-09-26 20:00:00,186.9,75.88
2005-09-26 21:00:00,181.1,75.32
2005-09-26 22:00:00,166.8,74.72
2005-09-26 23:00:00,148.3,74.36
2005-09-27 00:00:00,131.4,73.6
2005-09-27 01:00:00,118.0,72.56
2005-09-27 02:00:00,110.1,72.0
2005-09-27 03:00:00,105.8,71.08
2005-09-27 04:00:00,102.5,70.28
2005-09-27 05:00:00,101.4,69.68
2005-09-27 06:00:00,105.9,69.12
2005-09-27 07:00:00,123.3,68.68
2005-09-27 08:00:00,122.8,69.4
2005-09-27 09:00:00,121.9,71.8
2005-09-27 10:00:00,129.4,74.88
2005-09-27 11:00:00,138.4,77.36
2005-09-27 12:00:00,147.7,79.12
2005-09-27 13:00:00,156.1,80.04
2005-09-27 14:00:00,164.0,80.92
2005-09-27 15:00:00,170.3,81.44
2005-09-27 16:00:00,175.5,81.68
2005-09-27 17:00:00,180.2,81.04
2005-09-27 18:00:00,179.4,79.68
2005-09-27 19:00:00,169.6,76.0
2005-09-27 20:00:00,165.4,71.76
2005-09-27 21:00:00,156.9,70.0
2005-09-27 22:00:00,139.9,68.44
2005-09-27 23:00:00,120.5,67.16
2005-09-28 00:00:00,102.5,66.2
2005-09-28 01:00:00,89.8,65.44
2005-09-28 02:00:00,83.6,64.64
2005-09-28 03:00:00,79.9,63.92
2005-09-28 04:00:00,78.1,63.44
2005-09-28 05:00:00,78.7,62.64
2005-09-28 06:00:00,85.7,61.92
2005-09-28 07:00:00,103.8,61.6
2005-09-28 08:00:00,104.0,63.44
2005-09-28 09:00:00,102.6,67.48
2005-09-28 10:00:00,107.1,71.52
2005-09-28 11:00:00,114.7,74.56
2005-09-28 12:00:00,122.3,76.8
2005-09-28 13:00:00,130.2,78.36
2005-09-28 14:00:00,139.8,79.24
2005-09-28 15:00:00,147.9,79.76
2005-09-28 16:00:00,156.1,80.04
2005-09-28 17:00:00,163.5,79.56
2005-09-28 18:00:00,164.4,78.4
2005-09-28 19:00:00,156.4,74.88
2005-09-28 20:00:00,155.7,71.04
2005-09-28 21:00:00,150.0,69.64
2005-09-28 22:00:00,135.5,68.28
2005-09-28 23:00:00,118.2,67.52
2005-09-29 00:00:00,101.7,66.92
2005-09-29 01:00:00,89.9,66.16
2005-09-29 02:00:00,83.8,65.68
2005-09-29 03:00:00,80.5,65.16
2005-09-29 04:00:00,78.9,64.68
2005-09-29 05:00:00,79.9,64.84
2005-09-29 06:00:00,87.3,65.0
2005-09-29 07:00:00,106.3,65.04
2005-09-29 08:00:00,107.5,67.04
2005-09-29 09:00:00,107.1,70.44
2005-09-29 10:00:00,114.4,74.76
2005-09-29 11:00:00,122.0,77.8
2005-09-29 12:00:00,131.2,79.76
2005-09-29 13:00:00,142.8,80.76
2005-09-29 14:00:00,155.4,82.0
2005-09-29 15:00:00,162.5,82.36
2005-09-29 16:00:00,166.8,81.76
2005-09-29 17:00:00,169.8,80.96
2005-09-29 18:00:00,169.4,79.16
2005-09-29 19:00:00,166.9,76.48
2005-09-29 20:00:00,173.5,74.08
2005-09-29 21:00:00,167.9,72.4
2005-09-29 22:00:00,153.7,71.12
2005-09-29 23:00:00,134.9,69.8
2005-09-30 00:00:00,117.0,68.08
2005-09-30 01:00:00,102.3,67.4
2005-09-30 02:00:00,93.4,66.24
2005-09-30 03:00:00,88.0,65.16
2005-09-30 04:00:00,84.3,63.64
2005-09-30 05:00:00,84.0,63.24
2005-09-30 06:00:00,89.8,62.8
2005-09-30 07:00:00,107.2,62.68
2005-09-30 08:00:00,108.7,62.64
2005-09-30 09:00:00,103.8,63.08
2005-09-30 10:00:00,102.8,64.92
2005-09-30 11:00:00,104.2,66.56
2005-09-30 12:00:00,106.8,68.56
2005-09-30 13:00:00,110.4,69.92
2005-09-30 14:00:00,112.9,70.88
2005-09-30 15:00:00,114.4,71.48
2005-09-30 16:00:00,115.7,71.48
2005-09-30 17:00:00,118.5,70.96
2005-09-30 18:00:00,118.2,70.32
2005-09-30 19:00:00,117.7,68.84
2005-09-30 20:00:00,125.3,67.16
2005-09-30 21:00:00,123.4,66.72
2005-09-30 22:00:00,116.3,66.28
2005-09-30 23:00:00,107.7,65.36
2005-10-01 00:00:00,107.65576036866359,65.36239631336406
2005-10-01 01:00:00,107.6115207373272,65.3647926267281
2005-10-01 02:00:00,107.56728110599079,65.36718894009216
2005-10-01 03:00:00,107.52304147465438,65.36958525345622
2005-10-01 04:00:00,107.47880184331798,65.37198156682028
2005-10-01 05:00:00,107.43456221198157,65.37437788018433
2005-10-01 06:00:00,107.39032258064516,65.37677419354839
2005-10-01 07:00:00,107.34608294930875,65.37917050691244
2005-10-01 08:00:00,107.30184331797236,65.3815668202765
2005-10-01 09:00:00,107.25760368663595,65.38396313364055
2005-10-01 10:00:00,107.21336405529954,65.38635944700461
2005-10-01 11:00:00,107.16912442396314,65.38875576036867
2005-10-01 12:00:00,107.12488479262673,65.39115207373271
2005-10-01 13:00:00,107.08064516129032,65.39354838709677
2005-10-01 14:00:00,107.03640552995392,65.39594470046083
2005-10-01 15:00:00,106.99216589861751,65.39834101382489
2005-10-01 16:00:00,106.9479262672811,65.40073732718893
2005-10-01 17:00:00,106.90368663594471,65.403133640553
2005-10-01 18:00:00,106.8594470046083,65.40552995391705
2005-10-01 19:00:00,106.81520737327189,65.4079262672811
2005-10-01 20:00:00,106.77096774193548,65.41032258064516
2005-10-01 21:00:00,106.72672811059908,65.41271889400922
2005-10-01 22:00:00,106.68248847926267,65.41511520737328
2005-10-01 23:00:00,106.63824884792626,65.41751152073732
2005-10-02 00:00:00,106.59400921658987,65.41990783410138
2005-10-02 01:00:00,106.54976958525346,65.42230414746544
2005-10-02 02:00:00,106.50552995391705,65.4247004608295
2005-10-02 03:00:00,106.46129032258065,65.42709677419354
2005-10-02 04:00:00,106.41705069124424,65.4294930875576
2005-10-02 05:00:00,106.37281105990783,65.43188940092166
2005-10-02 06:00:00,106.32857142857144,65.4342857142857
2005-10-02 07:00:00,106.28433179723503,65.43668202764977
2005-10-02 08:00:00,106.24009216589862,65.43907834101383
2005-10-02 09:00:00,106.19585253456222,65.44147465437788
2005-10-02 10:00:00,106.15161290322581,65.44387096774193
2005-10-02 11:00:00,106.1073732718894,65.44626728110599
2005-10-02 12:00:00,106.06313364055299,65.44866359447005
2005-10-02 13:00:00,106.0188940092166,65.4510599078341
2005-10-02 14:00:00,105.97465437788019,65.45345622119815
2005-10-02 15:00:00,105.93041474654378,65.45585253456221
2005-10-02 16:00:00,105.88617511520738,65.45824884792627
2005-10-02 17:00:00,105.84193548387097,65.46064516129032
2005-10-02 18:00:00,105.79769585253456,65.46304147465437
2005-10-02 19:00:00,105.75345622119816,65.46543778801843
2005-10-02 20:00:00,105.70921658986175,65.4678341013825
2005-10-02 21:00:00,105.66497695852534,65.47023041474654
2005-10-02 22:00:00,105.62073732718895,65.4726267281106
2005-10-02 23:00:00,105.57649769585254,65.47502304147466
2005-10-03 00:00:00,105.53225806451613,65.4774193548387
2005-10-03 01:00:00,105.48801843317972,65.47981566820276
2005-10-03 02:00:00,105.44377880184332,65.48221198156682
2005-10-03 03:00:00,105.39953917050691,65.48460829493088
2005-10-03 04:00:00,105.3552995391705,65.48700460829492
2005-10-03 05:00:00,105.3110599078341,65.48940092165898
2005-10-03 06:00:00,105.2668202764977,65.49179723502304
2005-10-03 07:00:00,105.22258064516129,65.4941935483871
2005-10-03 08:00:00,105.17834101382489,65.49658986175115
2005-10-03 09:00:00,105.13410138248848,65.4989861751152
2005-10-03 10:00:00,105.08986175115207,65.50138248847927
2005-10-03 11:00:00,105.04562211981568,65.50377880184331
2005-10-03 12:00:00,105.00138248847927,65.50617511520737
2005-10-03 13:00:00,104.95714285714286,65.50857142857143
2005-10-03 14:00:00,104.91290322580645,65.51096774193549
2005-10-03 15:00:00,104.86866359447005,65.51336405529953
2005-10-03 16:00:00,104.82442396313364,65.51576036866359
2005-10-03 17:00:00,104.78018433179723,65.51815668202765
2005-10-03 18:00:00,104.73594470046083,65.5205529953917
2005-10-03 19:00:00,104.69170506912442,65.52294930875576
2005-10-03 20:00:00,104.64746543778801,65.52534562211981
2005-10-03 21:00:00,104.60322580645162,65.52774193548387
2005-10-03 22:00:00,104.55898617511521,65.53013824884792
2005-10-03 23:00:00,104.5147465437788,65.53253456221198
2005-10-04 00:00:00,104.4705069124424,65.53493087557604
2005-10-04 01:00:00,104.42626728110599,65.5373271889401
2005-10-04 02:00:00,104.38202764976958,65.53972350230414
2005-10-04 03:00:00,104.33778801843317,65.5421198156682
2005-10-04 04:00:00,104.29354838709678,65.54451612903226
2005-10-04 05:00:00,104.24930875576037,65.5469124423963
2005-10-04 06:00:00,104.20506912442396,65.54930875576036
2005-10-04 07:00:00,104.16082949308756,65.55170506912442
2005-10-04 08:00:00,104.11658986175115,65.55410138248848
2005-10-04 09:00:00,104.07235023041474,65.55649769585253
2005-10-04 10:00:00,104.02811059907835,65.55889400921659
2005-10-04 11:00:00,103.98387096774194,65.56129032258065
2005-10-04 12:00:00,103.93963133640553,65.56368663594469
2005-10-04 13:00:00,103.89539170506913,65.56608294930875
2005-10-04 14:00:00,103.85115207373272,65.56847926267281
2005-10-04 15:00:00,103.80691244239631,65.57087557603687
2005-10-04 16:00:00,103.7626728110599,65.57327188940091
2005-10-04 17:00:00,103.7184331797235,65.57566820276497
2005-10-04 18:00:00,103.6741935483871,65.57806451612903
2005-10-04 19:00:00,103.62995391705068,65.58046082949309
2005-10-04 20:00:00,103.58571428571429,65.58285714285714
2005-10-04 21:00:00,103.54147465437788,65.5852534562212
2005-10-04 22:00:00,103.49723502304147,65.58764976958525
2005-10-04 23:00:00,103.45299539170507,65.5900460829493
2005-10-05 00:00:00,103.40875576036866,65.59244239631336
2005-10-05 01:00:00,103.36451612903225,65.59483870967742
2005-10-05 02:00:00,103.32027649769586,65.59723502304148
2005-10-05 03:00:00,103.27603686635945,65.59963133640552
2005-10-05 04:00:00,103.23179723502304,65.60202764976958
2005-10-05 05:00:00,103.18755760368663,65.60442396313364
2005-10-05 06:00:00,103.14331797235023,65.6068202764977
2005-10-05 07:00:00,103.09907834101382,65.60921658986175
2005-10-05 08:00:00,103.05483870967741,65.6116129032258
2005-10-05 09:00:00,103.01059907834102,65.61400921658986
2005-10-05 10:00:00,102.9663594470046,65.61640552995391
2005-10-05 11:00:00,102.9221198156682,65.61880184331797
2005-10-05 12:00:00,102.8778801843318,65.62119815668203
2005-10-05 13:00:00,102.83364055299539,65.62359447004609
2005-10-05 14:00:00,102.78940092165898,65.62599078341013
2005-10-05 15:00:00,102.74516129032259,65.62838709677419
2005-10-05 16:00:00,102.70092165898618,65.63078341013825
2005-10-05 17:00:00,102.65668202764977,65.6331797235023
2005-10-05 18:00:00,102.61244239631336,65.63557603686635
2005-10-05 19:00:00,102.56820276497696,65.63797235023041
2005-10-05 20:00:00,102.52396313364055,65.64036866359447
2005-10-05 21:00:00,102.47972350230414,65.64276497695852
2005-10-05 22:00:00,102.43548387096774,65.64516129032258
2005-10-05 23:00:00,102.39124423963133,65.64755760368664
2005-10-06 00:00:00,102.34700460829492,65.6499539170507
2005-10-06 01:00:00,102.30276497695853,65.65235023041474
2005-10-06 02:00:00,102.25852534562212,65.6547465437788
2005-10-06 03:00:00,102.21428571428571,65.65714285714286
2005-10-06 04:00:00,102.17004608294931,65.6595391705069
2005-10-06 05:00:00,102.1258064516129,65.66193548387096
2005-10-06 06:00:00,102.08156682027649,65.66433179723502
2005-10-06 07:00:00,102.0373271889401,65.66672811059908
2005-10-06 08:00:00,101.99308755760369,65.66912442396313
2005-10-06 09:00:00,101.94884792626728,65.67152073732719
2005-10-06 10:00:00,101.90460829493088,65.67391705069124
2005-10-06 11:00:00,101.86036866359447,65.67631336405529
2005-10-06 12:00:00,101.81612903225806,65.67870967741935
2005-10-06 13:00:00,101.77188940092165,65.68110599078341
2005-10-06 14:00:00,101.72764976958526,65.68350230414747
2005-10-06 15:00:00,101.68341013824885,65.68589861751151
2005-10-06 16:00:00,101.63917050691244,65.68829493087557
2005-10-06 17:00:00,101.59493087557604,65.69069124423963
2005-10-06 18:00:00,101.55069124423963,65.69308755760369
2005-10-06 19:00:00,101.50645161290322,65.69548387096773
2005-10-06 20:00:00,101.46221198156682,65.6978801843318
2005-10-06 21:00:00,101.41797235023041,65.70027649769585
2005-10-06 22:00:00,101.373732718894,65.7026728110599
2005-10-06 23:00:00,101.32949308755761,65.70506912442396
2005-10-07 00:00:00,101.2852534562212,65.70746543778802
2005-10-07 01:00:00,101.24101382488479,65.70986175115208
2005-10-07 02:00:00,101.19677419354838,65.71225806451612
2005-10-07 03:00:00,101.15253456221198,65.71465437788018
2005-10-07 04:00:00,101.10829493087557,65.71705069124424
2005-10-07 05:00:00,101.06405529953916,65.7194470046083
2005-10-07 06:00:00,101.01981566820277,65.72184331797234
2005-10-07 07:00:00,100.97557603686636,65.7242396313364
2005-10-07 08:00:00,100.93133640552995,65.72663594470046
2005-10-07 09:00:00,100.88709677419355,65.7290322580645
2005-10-07 10:00:00,100.84285714285714,65.73142857142857
2005-10-07 11:00:00,100.79861751152073,65.73382488479263
2005-10-07 12:00:00,100.75437788018434,65.73622119815668
2005-10-07 13:00:00,100.71013824884793,65.73861751152073
2005-10-07 14:00:00,100.66589861751152,65.74101382488479
2005-10-07 15:00:00,100.6216589861751,65.74341013824885
2005-10-07 16:00:00,100.57741935483871,65.74580645161289
2005-10-07 17:00:00,100.5331797235023,65.74820276497695
2005-10-07 18:00:00,100.48894009216589,65.75059907834101
2005-10-07 19:00:00,100.4447004608295,65.75299539170507
2005-10-07 20:00:00,100.40046082949308,65.75539170506912
2005-10-07 21:00:00,100.35622119815667,65.75778801843317
2005-10-07 22:00:00,100.31198156682028,65.76018433179723
2005-10-07 23:00:00,100.26774193548387,65.7625806451613
2005-10-08 00:00:00,100.22350230414746,65.76497695852534
2005-10-08 01:00:00,100.17926267281106,65.7673732718894
2005-10-08 02:00:00,100.13502304147465,65.76976958525346
2005-10-08 03:00:00,100.09078341013824,65.7721658986175
2005-10-08 04:00:00,100.04654377880183,65.77456221198156
2005-10-08 05:00:00,100.00230414746544,65.77695852534562
2005-10-08 06:00:00,99.95806451612903,65.77935483870968
2005-10-08 07:00:00,99.91382488479262,65.78175115207372
2005-10-08 08:00:00,99.86958525345622,65.78414746543778
2005-10-08 09:00:00,99.82534562211981,65.78654377880184
2005-10-08 10:00:00,99.7811059907834,65.7889400921659
2005-10-08 11:00:00,99.736866359447,65.79133640552995
2005-10-08 12:00:00,99.6926267281106,65.793732718894
2005-10-08 13:00:00,99.64838709677419,65.79612903225807
2005-10-08 14:00:00,99.60414746543779,65.79852534562211
2005-10-08 15:00:00,99.55990783410138,65.80092165898617
2005-10-08 16:00:00,99.51566820276497,65.80331797235023
2005-10-08 17:00:00,99.47142857142856,65.80571428571429
2005-10-08 18:00:00,99.42718894009217,65.80811059907833
2005-10-08 19:00:00,99.38294930875576,65.81050691244239
2005-10-08 20:00:00,99.33870967741935,65.81290322580645
2005-10-08 21:00:00,99.29447004608295,65.8152995391705
2005-10-08 22:00:00,99.25023041474654,65.81769585253456
2005-10-08 23:00:00,99.20599078341013,65.82009216589861
2005-10-09 00:00:00,99.16175115207373,65.82248847926267
2005-10-09 01:00:00,99.11751152073732,65.82488479262672
2005-10-09 02:00:00,99.07327188940091,65.82728110599078
2005-10-09 03:00:00,99.02903225806452,65.82967741935484
2005-10-09 04:00:00,98.98479262672811,65.8320737327189
2005-10-09 05:00:00,98.9405529953917,65.83447004608294
2005-10-09 06:00:00,98.89631336405529,65.836866359447
2005-10-09 07:00:00,98.85207373271889,65.83926267281106
2005-10-09 08:00:00,98.80783410138248,65.8416589861751
2005-10-09 09:00:00,98.76359447004607,65.84405529953916
2005-10-09 10:00:00,98.71935483870968,65.84645161290322
2005-10-09 11:00:00,98.67511520737327,65.84884792626728
2005-10-09 12:00:00,98.63087557603686,65.85124423963133
2005-10-09 13:00:00,98.58663594470046,65.85364055299539
2005-10-09 14:00:00,98.54239631336405,65.85603686635945
2005-10-09 15:00:00,98.49815668202764,65.85843317972349
2005-10-09 16:00:00,98.45391705069125,65.86082949308755
2005-10-09 17:00:00,98.40967741935484,65.86322580645161
2005-10-09 18:00:00,98.36543778801843,65.86562211981567
2005-10-09 19:00:00,98.32119815668202,65.86801843317971
2005-10-09 20:00:00,98.27695852534562,65.87041474654377
2005-10-09 21:00:00,98.23271889400921,65.87281105990783
2005-10-09 22:00:00,98.1884792626728,65.87520737327189
2005-10-09 23:00:00,98.1442396313364,65.87760368663594
2005-10-10 00:00:00,98.1,65.88
2005-10-10 01:00:00,88.1,65.52
2005-10-10 02:00:00,82.6,65.32
2005-10-10 03:00:00,79.8,64.96
2005-10-10 04:00:00,78.5,64.64
2005-10-10 05:00:00,79.9,64.36
2005-10-10 06:00:00,86.9,64.28
2005-10-10 07:00:00,105.6,64.32
2005-10-10 08:00:00,112.1,64.12
2005-10-10 09:00:00,110.2,64.28
2005-10-10 10:00:00,111.5,65.04
2005-10-10 11:00:00,112.6,65.64
2005-10-10 12:00:00,113.4,66.0
2005-10-10 13:00:00,112.1,67.12
2005-10-10 14:00:00,111.3,67.8
2005-10-10 15:00:00,109.8,68.2
2005-10-10 16:00:00,111.5,68.96
2005-10-10 17:00:00,116.4,68.8
2005-10-10 18:00:00,122.7,68.4
2005-10-10 19:00:00,130.1,67.76
2005-10-10 20:00:00,139.3,67.48
2005-10-10 21:00:00,135.1,66.76
2005-10-10 22:00:00,126.4,66.64
2005-10-10 23:00:00,113.3,66.72
2005-10-11 00:00:00,99.3,66.72
2005-10-11 01:00:00,89.6,66.48
2005-10-11 02:00:00,83.8,66.4
2005-10-11 03:00:00,81.1,66.36
2005-10-11 04:00:00,79.5,66.08
2005-10-11 05:00:00,81.0,66.32
2005-10-11 06:00:00,88.3,65.88
2005-10-11 07:00:00,107.7,65.84
2005-10-11 08:00:00,112.9,65.92
2005-10-11 09:00:00,110.8,66.36
2005-10-11 10:00:00,113.2,67.16
2005-10-11 11:00:00,115.0,68.12
2005-10-11 12:00:00,116.4,69.4
2005-10-11 13:00:00,115.2,70.44
2005-10-11 14:00:00,115.6,71.32
2005-10-11 15:00:00,114.0,71.84
2005-10-11 16:00:00,114.2,72.08
2005-10-11 17:00:00,117.9,71.44
2005-10-11 18:00:00,121.9,70.12
2005-10-11 19:00:00,129.1,69.04
2005-10-11 20:00:00,137.0,68.12
2005-10-11 21:00:00,132.2,67.6
2005-10-11 22:00:00,123.0,67.2
2005-10-11 23:00:00,109.0,66.84
2005-10-12 00:00:00,94.2,66.36
2005-10-12 01:00:00,83.6,66.2
2005-10-12 02:00:00,78.7,65.8
2005-10-12 03:00:00,76.4,65.48
2005-10-12 04:00:00,75.0,65.16
2005-10-12 05:00:00,76.4,64.84
2005-10-12 06:00:00,83.7,64.56
2005-10-12 07:00:00,103.3,64.6
2005-10-12 08:00:00,106.3,64.52
2005-10-12 09:00:00,103.4,64.88
2005-10-12 10:00:00,103.5,65.2
2005-10-12 11:00:00,102.1,65.92
2005-10-12 12:00:00,102.2,66.8
2005-10-12 13:00:00,101.0,67.4
2005-10-12 14:00:00,100.6,67.56
2005-10-12 15:00:00,100.2,67.8
2005-10-12 16:00:00,100.6,68.12
2005-10-12 17:00:00,104.9,67.36
2005-10-12 18:00:00,110.8,66.56
2005-10-12 19:00:00,119.1,65.8
2005-10-12 20:00:00,126.2,65.16
2005-10-12 21:00:00,122.9,64.76
2005-10-12 22:00:00,114.5,64.8
2005-10-12 23:00:00,101.0,64.16
2005-10-13 00:00:00,87.2,63.72
2005-10-13 01:00:00,77.1,63.36
2005-10-13 02:00:00,72.7,63.12
2005-10-13 03:00:00,70.9,62.64
2005-10-13 04:00:00,69.9,62.16
2005-10-13 05:00:00,71.6,61.84
2005-10-13 06:00:00,79.3,61.24
2005-10-13 07:00:00,99.5,61.08
2005-10-13 08:00:00,103.1,61.04
2005-10-13 09:00:00,100.0,61.36
2005-10-13 10:00:00,100.1,62.52
2005-10-13 11:00:00,99.4,64.16
2005-10-13 12:00:00,99.2,66.44
2005-10-13 13:00:00,96.9,68.24
2005-10-13 14:00:00,95.7,69.84
2005-10-13 15:00:00,94.8,71.16
2005-10-13 16:00:00,96.2,71.28
2005-10-13 17:00:00,100.8,71.24
2005-10-13 18:00:00,105.4,69.72
2005-10-13 19:00:00,115.0,67.0
2005-10-13 20:00:00,125.0,65.16
2005-10-13 21:00:00,123.1,64.36
2005-10-13 22:00:00,114.8,63.52
2005-10-13 23:00:00,101.4,62.96
2005-10-14 00:00:00,88.2,62.56
2005-10-14 01:00:00,77.6,61.8
2005-10-14 02:00:00,73.2,61.68
2005-10-14 03:00:00,71.0,60.76
2005-10-14 04:00:00,70.5,60.4
2005-10-14 05:00:00,72.2,59.76
2005-10-14 06:00:00,80.3,59.64
2005-10-14 07:00:00,100.3,59.24
2005-10-14 08:00:00,104.1,59.24
2005-10-14 09:00:00,101.0,61.56
2005-10-14 10:00:00,101.0,64.0
2005-10-14 11:00:00,99.8,66.72
2005-10-14 12:00:00,97.6,68.4
2005-10-14 13:00:00,95.8,69.8
2005-10-14 14:00:00,95.5,71.24
2005-10-14 15:00:00,93.8,72.32
2005-10-14 16:00:00,95.5,72.64
2005-10-14 17:00:00,100.1,72.36
2005-10-14 18:00:00,104.6,71.04
2005-10-14 19:00:00,112.6,68.68
2005-10-14 20:00:00,120.0,67.44
2005-10-14 21:00:00,116.5,66.12
2005-10-14 22:00:00,111.3,65.12
2005-10-14 23:00:00,103.3,63.84
2005-10-15 00:00:00,92.7,63.16
2005-10-15 01:00:00,83.0,61.6
2005-10-15 02:00:00,75.9,60.48
2005-10-15 03:00:00,72.3,59.32
2005-10-15 04:00:00,70.4,58.52
2005-10-15 05:00:00,71.1,57.56
2005-10-15 06:00:00,74.7,57.4
2005-10-15 07:00:00,80.5,56.76
2005-10-15 08:00:00,87.6,57.0
2005-10-15 09:00:00,98.8,60.8
2005-10-15 10:00:00,103.8,65.4
2005-10-15 11:00:00,105.3,69.64
2005-10-15 12:00:00,106.7,72.6
2005-10-15 13:00:00,108.3,74.6
2005-10-15 14:00:00,111.0,76.32
2005-10-15 15:00:00,113.3,77.28
2005-10-15 16:00:00,116.0,77.48
2005-10-15 17:00:00,118.5,76.88
2005-10-15 18:00:00,118.0,74.6
2005-10-15 19:00:00,116.6,68.84
2005-10-15 20:00:00,124.1,66.0
2005-10-15 21:00:00,120.3,64.24
2005-10-15 22:00:00,112.7,62.64
2005-10-15 23:00:00,103.4,62.72
2005-10-16 00:00:00,92.4,62.12
2005-10-16 01:00:00,82.8,61.12
2005-10-16 02:00:00,76.3,59.76
2005-10-16 03:00:00,72.9,57.76
2005-10-16 04:00:00,70.9,56.44
2005-10-16 05:00:00,70.6,55.12
2005-10-16 06:00:00,72.6,54.56
2005-10-16 07:00:00,78.0,53.04
2005-10-16 08:00:00,87.7,53.4
2005-10-16 09:00:00,104.9,58.12
2005-10-16 10:00:00,111.5,62.64
2005-10-16 11:00:00,107.5,65.96
2005-10-16 12:00:00,103.8,67.84
2005-10-16 13:00:00,104.5,69.68
2005-10-16 14:00:00,106.2,71.2
2005-10-16 15:00:00,106.6,71.84
2005-10-16 16:00:00,107.3,72.04
2005-10-16 17:00:00,107.9,71.56
2005-10-16 18:00:00,107.1,69.36
2005-10-16 19:00:00,110.3,63.92
2005-10-16 20:00:00,122.1,59.52
2005-10-16 21:00:00,120.0,56.56
2005-10-16 22:00:00,111.4,55.16
2005-10-16 23:00:00,99.1,53.96
2005-10-17 00:00:00,86.5,53.16
2005-10-17 01:00:00,78.1,51.96
2005-10-17 02:00:00,74.3,51.24
2005-10-17 03:00:00,73.0,49.88
2005-10-17 04:00:00,73.7,48.76
2005-10-17 05:00:00,77.4,48.56
2005-10-17 06:00:00,89.9,47.64
2005-10-17 07:00:00,117.5,46.8
2005-10-17 08:00:00,120.6,47.52
2005-10-17 09:00:00,110.9,53.4
2005-10-17 10:00:00,105.8,58.32
2005-10-17 11:00:00,101.8,61.76
2005-10-17 12:00:00,99.7,63.56
2005-10-17 13:00:00,98.1,65.64
2005-10-17 14:00:00,97.2,67.04
2005-10-17 15:00:00,95.8,68.48
2005-10-17 16:00:00,97.3,68.88
2005-10-17 17:00:00,101.5,68.48
2005-10-17 18:00:00,104.3,65.96
2005-10-17 19:00:00,113.7,59.8
2005-10-17 20:00:00,128.5,55.68
2005-10-17 21:00:00,126.1,54.12
2005-10-17 22:00:00,118.7,52.76
2005-10-17 23:00:00,105.1,51.48
2005-10-18 00:00:00,92.5,50.6
2005-10-18 01:00:00,84.3,50.2
2005-10-18 02:00:00,80.8,49.76
2005-10-18 03:00:00,79.5,49.64
2005-10-18 04:00:00,79.7,49.08
2005-10-18 05:00:00,83.7,49.04
2005-10-18 06:00:00,96.9,48.76
2005-10-18 07:00:00,123.3,49.28
2005-10-18 08:00:00,123.7,50.44
2005-10-18 09:00:00,112.7,56.68
2005-10-18 10:00:00,105.8,63.24
2005-10-18 11:00:00,101.7,69.36
2005-10-18 12:00:00,100.2,73.28
2005-10-18 13:00:00,99.9,76.4
2005-10-18 14:00:00,101.3,78.52
2005-10-18 15:00:00,103.4,78.8
2005-10-18 16:00:00,107.1,78.88
2005-10-18 17:00:00,112.9,78.36
2005-10-18 18:00:00,114.5,74.8
2005-10-18 19:00:00,122.3,69.36
2005-10-18 20:00:00,131.4,66.48
2005-10-18 21:00:00,126.3,65.76
2005-10-18 22:00:00,117.9,64.6
2005-10-18 23:00:00,103.5,63.32
2005-10-19 00:00:00,89.4,62.52
2005-10-19 01:00:00,79.5,61.52
2005-10-19 02:00:00,75.0,60.24
2005-10-19 03:00:00,72.9,58.76
2005-10-19 04:00:00,72.7,57.68
2005-10-19 05:00:00,75.0,56.84
2005-10-19 06:00:00,84.4,56.4
2005-10-19 07:00:00,106.6,55.68
2005-10-19 08:00:00,110.4,55.72
2005-10-19 09:00:00,104.0,61.52
2005-10-19 10:00:00,102.7,67.4
2005-10-19 11:00:00,103.9,72.48
2005-10-19 12:00:00,107.1,76.28
2005-10-19 13:00:00,109.3,78.6
2005-10-19 14:00:00,114.3,80.44
2005-10-19 15:00:00,119.4,81.16
2005-10-19 16:00:00,125.1,81.04
2005-10-19 17:00:00,132.6,80.48
2005-10-19 18:00:00,132.2,77.84
2005-10-19 19:00:00,135.8,72.24
2005-10-19 20:00:00,142.8,68.8
2005-10-19 21:00:00,136.1,67.88
2005-10-19 22:00:00,125.4,66.96
2005-10-19 23:00:00,110.7,66.44
2005-10-20 00:00:00,94.9,65.28
2005-10-20 01:00:00,83.8,65.0
2005-10-20 02:00:00,78.5,64.0
2005-10-20 03:00:00,76.0,63.28
2005-10-20 04:00:00,74.5,62.96
2005-10-20 05:00:00,75.9,62.28
2005-10-20 06:00:00,84.0,61.56
2005-10-20 07:00:00,105.2,61.16
2005-10-20 08:00:00,108.5,61.4
