,total_load,temperature_F,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,is_weekend,is_holiday_MA,lag_1h,lag_24h,lag_168h,temperature_lag_24h
2007-07-06 15:00:00,247.5,89.16,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,240.7,234.0,246.7,87.44
2007-07-06 16:00:00,253.4,88.6,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,247.5,242.4,240.3,87.92
2007-07-06 17:00:00,253.9,87.76,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,253.4,249.8,225.6,86.76
2007-07-06 18:00:00,256.0,86.24,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,253.9,253.4,214.2,86.16
2007-07-06 19:00:00,257.7,85.4,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,256.0,250.2,205.2,84.4
2007-07-06 20:00:00,244.2,83.12,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,257.7,236.3,191.7,81.28
2007-07-06 21:00:00,228.6,79.88,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,244.2,224.2,186.5,79.16
2007-07-06 22:00:00,223.1,77.56,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,228.6,220.7,183.8,77.2
2007-07-06 23:00:00,202.3,76.24,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,223.1,200.0,168.9,75.52
2007-07-07 00:00:00,177.7,75.24,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,202.3,174.7,150.8,74.76
2007-07-07 01:00:00,153.2,73.88,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,177.7,153.1,134.4,73.8
2007-07-07 02:00:00,136.8,73.08,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,153.2,140.6,125.0,73.24
2007-07-07 03:00:00,125.2,72.4,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,136.8,132.6,119.3,72.72
2007-07-07 04:00:00,118.3,71.88,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,125.2,127.4,115.7,72.28
2007-07-07 05:00:00,113.9,71.6,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,118.3,125.4,114.3,71.64
2007-07-07 06:00:00,112.3,71.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,113.9,127.5,115.3,71.12
2007-07-07 07:00:00,112.8,71.92,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,112.3,131.0,116.5,71.52
2007-07-07 08:00:00,131.5,74.76,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,112.8,147.7,131.3,74.12
2007-07-07 09:00:00,157.7,78.52,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,131.5,169.4,151.2,77.2
2007-07-07 10:00:00,184.0,81.6,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,157.7,191.3,167.3,80.08
2007-07-07 11:00:00,209.5,84.88,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,184.0,208.8,183.6,82.72
2007-07-07 12:00:00,230.9,86.64,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,209.5,221.9,197.6,84.84
2007-07-07 13:00:00,246.1,87.32,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,230.9,231.7,210.6,86.72
2007-07-07 14:00:00,253.5,86.76,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,246.1,240.7,222.1,88.2
2007-07-07 15:00:00,256.3,85.72,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,253.5,247.5,229.9,89.16
2007-07-07 16:00:00,252.5,83.96,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,256.3,253.4,233.5,88.6
2007-07-07 17:00:00,248.0,81.8,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,252.5,253.9,234.9,87.76
2007-07-07 18:00:00,239.6,79.56,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,248.0,256.0,230.0,86.24
2007-07-07 19:00:00,225.1,78.16,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,239.6,257.7,221.2,85.4
2007-07-07 20:00:00,211.7,76.72,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,225.1,244.2,208.1,83.12
2007-07-07 21:00:00,203.1,75.28,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,211.7,228.6,201.1,79.88
2007-07-07 22:00:00,200.0,74.28,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,203.1,223.1,196.4,77.56
2007-07-07 23:00:00,183.3,73.52,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,200.0,202.3,179.4,76.24
2007-07-08 00:00:00,162.0,73.04,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,183.3,177.7,158.1,75.24
2007-07-08 01:00:00,141.2,72.28,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,162.0,153.2,138.6,73.88
2007-07-08 02:00:00,128.4,72.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,141.2,136.8,127.0,73.08
2007-07-08 03:00:00,118.9,71.28,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,128.4,125.2,118.8,72.4
2007-07-08 04:00:00,112.9,70.64,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,118.9,118.3,112.9,71.88
2007-07-08 05:00:00,109.5,70.2,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,112.9,113.9,109.2,71.6
2007-07-08 06:00:00,107.6,69.84,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,109.5,112.3,108.0,71.0
2007-07-08 07:00:00,107.5,70.4,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,107.6,112.8,108.8,71.92
2007-07-08 08:00:00,125.3,73.04,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,107.5,131.5,123.4,74.76
2007-07-08 09:00:00,155.0,76.28,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,125.3,157.7,146.9,78.52
2007-07-08 10:00:00,183.6,79.24,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,155.0,184.0,168.2,81.6
2007-07-08 11:00:00,205.6,81.88,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,183.6,209.5,180.5,84.88
2007-07-08 12:00:00,221.2,83.56,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,205.6,230.9,186.7,86.64
2007-07-08 13:00:00,236.2,85.48,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,221.2,246.1,193.4,87.32
2007-07-08 14:00:00,246.4,86.4,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,236.2,253.5,199.4,86.76
2007-07-08 15:00:00,253.0,87.48,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,246.4,256.3,202.9,85.72
2007-07-08 16:00:00,256.9,87.88,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,253.0,252.5,206.9,83.96
2007-07-08 17:00:00,258.8,87.24,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,256.9,248.0,209.3,81.8
2007-07-08 18:00:00,257.0,86.84,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,258.8,239.6,209.9,79.56
2007-07-08 19:00:00,249.7,85.56,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,257.0,225.1,202.3,78.16
2007-07-08 20:00:00,236.0,82.92,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,249.7,211.7,186.5,76.72
2007-07-08 21:00:00,226.2,80.68,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,236.0,203.1,171.9,75.28
2007-07-08 22:00:00,223.1,78.6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,226.2,200.0,169.5,74.28
2007-07-08 23:00:00,200.1,76.88,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,223.1,183.3,148.0,73.52
2007-07-09 00:00:00,174.8,76.08,0.0,1.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,200.1,162.0,124.5,73.04
2007-07-09 01:00:00,154.4,75.44,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,174.8,141.2,105.5,72.28
2007-07-09 02:00:00,141.8,74.32,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,154.4,128.4,95.8,72.0
2007-07-09 03:00:00,132.6,73.12,0.7071067811865475,0.7071067811865476,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,141.8,118.9,90.1,71.28
2007-07-09 04:00:00,126.8,72.48,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,132.6,112.9,86.9,70.64
2007-07-09 05:00:00,124.8,71.92,0.9659258262890683,0.25881904510252074,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,126.8,109.5,87.2,70.2
2007-07-09 06:00:00,126.1,71.6,1.0,6.123233995736766e-17,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,124.8,107.6,90.7,69.84
2007-07-09 07:00:00,131.4,72.16,0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,126.1,107.5,97.0,70.4
2007-07-09 08:00:00,146.6,75.44,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,131.4,125.3,108.7,73.04
2007-07-09 09:00:00,166.1,79.64,0.7071067811865476,-0.7071067811865475,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,146.6,155.0,119.8,76.28
2007-07-09 10:00:00,188.5,82.4,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,166.1,183.6,131.8,79.24
2007-07-09 11:00:00,210.8,84.6,0.258819045102521,-0.9659258262890682,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,188.5,205.6,144.2,81.88
2007-07-09 12:00:00,230.5,86.4,1.2246467991473532e-16,-1.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,210.8,221.2,156.2,83.56
2007-07-09 13:00:00,244.2,88.16,-0.2588190451025208,-0.9659258262890683,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,230.5,236.2,165.0,85.48
2007-07-09 14:00:00,254.1,88.56,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,244.2,246.4,172.7,86.4
2007-07-09 15:00:00,260.9,88.52,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,254.1,253.0,179.0,87.48
2007-07-09 16:00:00,265.3,88.36,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,260.9,256.9,184.6,87.88
2007-07-09 17:00:00,270.3,87.64,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,265.3,258.8,191.3,87.24
2007-07-09 18:00:00,273.9,86.04,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,270.3,257.0,196.9,86.84
2007-07-09 19:00:00,271.8,83.64,-0.9659258262890684,0.2588190451025203,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,273.9,249.7,194.4,85.56
2007-07-09 20:00:00,257.4,81.64,-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,271.8,236.0,181.1,82.92
2007-07-09 21:00:00,245.6,79.76,-0.7071067811865477,0.7071067811865474,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,257.4,226.2,170.8,80.68
2007-07-09 22:00:00,240.1,78.56,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,245.6,223.1,168.9,78.6
2007-07-09 23:00:00,215.8,77.8,-0.25881904510252157,0.9659258262890681,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,240.1,200.1,149.8,76.88
2007-07-10 00:00:00,188.1,77.04,0.0,1.0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,215.8,174.8,125.3,76.08
2007-07-10 01:00:00,164.8,76.44,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,188.1,154.4,106.5,75.44
2007-07-10 02:00:00,151.0,75.88,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,164.8,141.8,97.0,74.32
2007-07-10 03:00:00,142.0,75.36,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,151.0,132.6,90.7,73.12
2007-07-10 04:00:00,136.0,74.92,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,142.0,126.8,87.4,72.48
2007-07-10 05:00:00,133.9,74.4,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,136.0,124.8,87.4,71.92
2007-07-10 06:00:00,135.8,74.68,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,133.9,126.1,90.8,71.6
2007-07-10 07:00:00,141.2,75.0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,135.8,131.4,96.8,72.16
2007-07-10 08:00:00,154.5,76.4,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,141.2,146.6,109.3,75.44
2007-07-10 09:00:00,167.7,79.12,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,154.5,166.1,121.4,79.64
2007-07-10 10:00:00,185.4,82.24,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,167.7,188.5,132.7,82.4
2007-07-10 11:00:00,204.7,84.72,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,185.4,210.8,144.0,84.6
2007-07-10 12:00:00,223.0,86.76,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,204.7,230.5,153.9,86.4
2007-07-10 13:00:00,237.2,88.04,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,223.0,244.2,163.2,88.16
2007-07-10 14:00:00,247.6,88.48,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,237.2,254.1,172.3,88.56
2007-07-10 15:00:00,252.0,88.08,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,247.6,260.9,180.7,88.52
2007-07-10 16:00:00,249.5,86.24,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,252.0,265.3,188.5,88.36
2007-07-10 17:00:00,239.1,84.84,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,249.5,270.3,195.1,87.64
2007-07-10 18:00:00,226.2,82.6,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,239.1,273.9,198.9,86.04
2007-07-10 19:00:00,215.1,79.32,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,226.2,271.8,195.1,83.64
2007-07-10 20:00:00,204.6,78.2,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,215.1,257.4,180.4,81.64
2007-07-10 21:00:00,197.7,76.52,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,204.6,245.6,168.3,79.76
2007-07-10 22:00:00,188.9,75.48,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,197.7,240.1,166.2,78.56
2007-07-10 23:00:00,171.0,74.88,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,188.9,215.8,150.2,77.8
2007-07-11 00:00:00,149.7,74.76,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,171.0,188.1,129.5,77.04
2007-07-11 01:00:00,132.7,74.56,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,149.7,164.8,111.7,76.44
2007-07-11 02:00:00,122.5,74.28,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,132.7,151.0,100.8,75.88
2007-07-11 03:00:00,116.5,73.68,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,122.5,142.0,93.5,75.36
2007-07-11 04:00:00,113.4,73.52,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,116.5,136.0,89.0,74.92
2007-07-11 05:00:00,113.7,73.2,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,113.4,133.9,88.3,74.4
2007-07-11 06:00:00,118.4,73.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,113.7,135.8,88.9,74.68
2007-07-11 07:00:00,125.9,73.6,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,118.4,141.2,89.4,75.0
2007-07-11 08:00:00,140.9,75.4,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,125.9,154.5,103.0,76.4
2007-07-11 09:00:00,159.3,78.56,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,140.9,167.7,125.0,79.12
2007-07-11 10:00:00,179.7,81.36,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,159.3,185.4,148.5,82.24
2007-07-11 11:00:00,199.3,84.2,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,179.7,204.7,167.8,84.72
2007-07-11 12:00:00,217.8,86.24,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,199.3,223.0,182.0,86.76
2007-07-11 13:00:00,231.5,87.72,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,217.8,237.2,193.8,88.04
2007-07-11 14:00:00,244.0,88.32,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,231.5,247.6,204.4,88.48
2007-07-11 15:00:00,252.1,89.04,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,244.0,252.0,213.1,88.08
2007-07-11 16:00:00,257.7,89.08,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,252.1,249.5,219.0,86.24
2007-07-11 17:00:00,263.1,87.92,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,257.7,239.1,225.6,84.84
2007-07-11 18:00:00,266.4,85.16,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,263.1,226.2,225.6,82.6
2007-07-11 19:00:00,262.2,81.6,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,266.4,215.1,217.3,79.32
2007-07-11 20:00:00,238.8,79.12,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,262.2,204.6,200.3,78.2
2007-07-11 21:00:00,223.1,76.44,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,238.8,197.7,182.8,76.52
2007-07-11 22:00:00,207.8,75.08,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,223.1,188.9,171.2,75.48
2007-07-11 23:00:00,190.8,74.68,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,207.8,171.0,164.5,74.88
2007-07-12 00:00:00,167.0,73.88,0.0,1.0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,190.8,149.7,146.9,74.76
2007-07-12 01:00:00,147.2,73.36,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,167.0,132.7,126.5,74.56
2007-07-12 02:00:00,136.1,72.76,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,147.2,122.5,114.0,74.28
2007-07-12 03:00:00,128.5,72.28,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,136.1,116.5,106.4,73.68
2007-07-12 04:00:00,124.3,71.92,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,128.5,113.4,102.2,73.52
2007-07-12 05:00:00,122.9,71.24,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,124.3,113.7,100.5,73.2
2007-07-12 06:00:00,125.1,70.68,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,122.9,118.4,102.8,73.0
2007-07-12 07:00:00,129.4,70.56,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,125.1,125.9,109.0,73.6
2007-07-12 08:00:00,140.5,72.8,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,129.4,140.9,127.1,75.4
2007-07-12 09:00:00,153.0,75.92,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,140.5,159.3,147.3,78.56
2007-07-12 10:00:00,167.4,78.56,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,153.0,179.7,167.5,81.36
2007-07-12 11:00:00,182.1,80.8,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,167.4,199.3,185.8,84.2
2007-07-12 12:00:00,194.8,82.32,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,182.1,217.8,200.0,86.24
2007-07-12 13:00:00,204.5,83.48,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,194.8,231.5,212.1,87.72
2007-07-12 14:00:00,214.2,84.84,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,204.5,244.0,223.7,88.32
